ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
1827800949,2024-12-12T14:31:47.699000,2024-12-12T14:37:45.316000,sell,0.05,0.05,USDCHFm,0.88882,0.88862,0.8906,0.88862,0,0,1.13,,,tp
1826126579,2024-12-11T14:55:52.299000,2024-12-12T01:29:13.759000,sell,0.02,0.02,XAUUSDm,2705.999,2713.924,,0.11,0,0,-15.85,,,user
1826656253,2024-12-11T23:58:30.282000,2024-12-12T01:10:40.326000,sell,0.02,0.02,XAUUSDm,2719.606,2719.4320000000002,,0.11,0,0,0.35,,,user
1826427649,2024-12-11T18:03:15.415000,2024-12-11T18:45:35.970000,sell,0.02,0.02,XAUUSDm,2718.964,2716.464,,2716.464,0,0,5,,,tp
1826397156,2024-12-11T17:10:58.247000,2024-12-11T17:31:30.919000,sell,0.02,0.02,XAUUSDm,2719.124,2716.624,,2716.624,0,0,5,,,tp
1826225298,2024-12-11T15:31:16.707000,2024-12-11T16:08:15.922000,sell,0.01,0.01,XAUUSDm,2712.578,2712.468,,2712.468,0,0,0.11,,,tp
1826167139,2024-12-11T15:09:15.506000,2024-12-11T15:23:18.255000,sell,0.01,0.01,XAUUSDm,2709.949,2709.839,,2709.839,0,0,0.11,,,tp
1825918499,2024-12-11T13:36:13.343000,2024-12-11T14:55:29.312000,sell,0.01,0.01,XAUUSDm,2699.481,2706.541,2706.541,2699.371,0,0,-7.06,,,sl
1825873874,2024-12-11T13:24:29.096000,2024-12-11T13:31:41.130000,sell,0.03,0.03,USDJPYm,152.597,152.465,152.9,,0,0,2.6,,,user
1825704690,2024-12-11T10:27:54.340000,2024-12-11T10:36:29.124000,sell,0.04,0.04,USDCADm,1.41902,1.41902,1.42001,1.41902,0,0,0,,,tp
1824507946,2024-12-11T00:29:02.214000,2024-12-11T00:37:52.949000,sell,0.02,0.02,XAUUSDm,2698.052,2698.763,,2697.997,0,0,-1.43,,,user
1824336244,2024-12-10T23:49:33.554000,2024-12-11T00:10:24.787000,sell,0.02,0.02,XAUUSDm,2698,2694.167,2703,2693,0,0,7.67,,,user
1824137423,2024-12-10T15:17:05.437000,2024-12-10T17:01:36.168000,sell,0.03,0.03,USDJPYm,151.933,152.048,152.5,151.927,0,0,-2.27,,,user
1824281085,2024-12-10T16:45:00.884000,2024-12-10T16:57:23.195000,sell,0.01,0.01,XAUUSDm,2690.192,2691.538,2692.692,,0,0,-1.35,,,user
1823718285,2024-12-10T14:30:40.121000,2024-12-10T15:34:42.871000,sell,0.01,0.01,XAUUSDm,2685.711,2685.601,2695.711,2685.601,0,0,0.11,,,tp
1822621121,2024-12-09T16:42:57.476000,2024-12-09T16:47:27.041000,sell,0.02,0.02,GBPJPYm,193.279,193.274,193.443,192.894,0,0,0.07,,,user
1822473006,2024-12-09T15:20:03.217000,2024-12-09T15:51:42.260000,sell,0.01,0.01,XAUUSDm,2675,2669.724,2674.89,2669,0,0,5.28,,,user
1808261786,2024-12-06T15:22:34.498000,2024-12-09T08:26:08.089000,buy,0.02,0.02,USOILm,66.939,68.014,,,0,0,21.5,,,user
1807869843,2024-12-06T13:29:40.605000,2024-12-06T15:16:52.222000,sell,0.01,0.01,BTCUSDm,98089.84,98816.16,100110,0.11,0,0,-7.26,,,user
1808153338,2024-12-06T14:51:30.036000,2024-12-06T15:05:02.679000,sell,0.01,0.01,BTCUSDm,99400,99051.56,,,0,0,3.48,,,user
1808114407,2024-12-06T14:24:16.886000,2024-12-06T14:36:57.322000,sell,0.01,0.01,BTCUSDm,98958.87,98947.87,,98947.87,0,0,0.11,,,tp
1807956491,2024-12-06T13:41:28.848000,2024-12-06T14:08:06.684000,sell,0.01,0.01,BTCUSDm,98889.59,98514.15000000001,,,0,0,3.76,,,user
1807520273,2024-12-06T08:56:45.867000,2024-12-06T09:31:03.304000,buy,0.02,0.02,USOILm,67.83,67.836,67.836,,0,0,0.12,,,sl
1807515994,2024-12-06T08:48:39.389000,2024-12-06T08:50:30.945000,buy,0.02,0.02,USOILm,67.788,67.848,67.288,,0,0,1.2,,,user
1807429352,2024-12-06T07:47:27.135000,2024-12-06T08:47:40.565000,buy,0.02,0.02,USOILm,67.841,67.847,67.847,,0,0,0.12,,,sl
1806453262,2024-12-06T01:40:08.288000,2024-12-06T07:11:25.155000,buy,0.02,0.02,USOILm,67.883,67.889,67.889,69.036,0,0,0.12,,,sl
1806307573,2024-12-05T15:34:48.144000,2024-12-05T15:35:06.333000,buy,0.01,0.01,XAUUSDm,2634.805,2635.231,2631.712,2642.992,0,0,0.42,,,user
1806244479,2024-12-05T15:12:52.503000,2024-12-05T15:30:32.707000,sell,0.01,0.01,BTCUSDm,103446.45,102140.31,104446.45,,0,0,13.06,,,user
1805989259,2024-12-05T13:28:39.067000,2024-12-05T13:59:43.957000,sell,0.01,0.01,BTCUSDm,103199.2,102880.89,103188.2,102855.05,0,0,3.18,,,user
1805312270,2024-12-05T05:23:18.003000,2024-12-05T05:40:32.852000,sell,0.01,0.01,BTCUSDm,103361.76,102681.74,103350.76,101828.76,0,0,6.8,,,user
1804575756,2024-12-04T15:42:03.605000,2024-12-04T15:47:49.709000,sell,0.01,0.01,XAUUSDm,2656.588,2652.925,,,0,0,3.66,,,user
1804233886,2024-12-04T13:12:58.978000,2024-12-04T13:22:33.463000,buy,0.01,0.01,XAUUSDm,2635.694,2642.564,2635.804,2646.034,0,0,6.87,,,user
1802739192,2024-12-03T14:30:02.421000,2024-12-03T14:34:19.741000,sell,0.02,0.02,XAUUSDm,2653.327,2653.272,2656.832,2653.272,0,0,0.11,,,tp
1802714421,2024-12-03T14:12:09.959000,2024-12-03T14:23:54.714000,sell,0.02,0.02,XAUUSDm,2653.156,2650.636,2658.156,2648.156,0,0,5.04,,,user
1802664458,2024-12-03T13:56:19.254000,2024-12-03T14:10:56.255000,sell,0.02,0.02,XAUUSDm,2653.253,2653.198,2653.198,,0,0,0.11,,,sl
1802640263,2024-12-03T13:49:39.043000,2024-12-03T13:55:05.859000,sell,0.02,0.02,XAUUSDm,2650.153,2652.621,2652.621,2639.529,0,0,-4.93,,,sl
1802626055,2024-12-03T13:46:22.244000,2024-12-03T13:49:27.138000,sell,0.02,0.02,XAUUSDm,2648.088,2650.398,2650.398,2643.77,0,0,-4.62,,,sl
1802593773,2024-12-03T13:32:51.932000,2024-12-03T13:37:31.330000,buy,0.02,0.02,BTCUSDm,94527.5,94638.03,94277.5,94777.5,0,0,2.21,,,user
1802552914,2024-12-03T13:20:07.455000,2024-12-03T13:30:54.385000,buy,0.02,0.02,BTCUSDm,94513.95,94519.45,94519.45,95036.95,0,0,0.11,,,sl
1802539534,2024-12-03T13:08:58.769000,2024-12-03T13:14:41.256000,buy,0.02,0.02,BTCUSDm,94794.32,94607.28,94607.28,94925.06,0,0,-3.74,,,sl
1801344639,2024-12-02T16:40:17.688000,2024-12-03T08:41:12.242000,buy,0.02,0.02,USOILm,67.762,68.558,67.768,,0,0,15.92,,,user
