ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
1337904801,2024-12-09T11:25:05.285000,2024-12-09T17:46:14.681000,buy,0.01,0.01,XAUUSDm,2659.6,2665,2665,,0,0,5.4,,,sl
1337511808,2024-12-09T05:15:27.639000,2024-12-09T17:46:14.681000,buy,0.01,0.01,XAUUSDm,2637.482,2665,2665,,0,0,27.52,,,sl
1324383669,2024-12-05T14:31:30.024000,2024-12-05T15:09:46.446000,buy,0.01,0.01,XAUUSDm,2646.84,2636.663,,,0,0,-10.18,-0.02,,so
1324037203,2024-12-05T09:42:32.121000,2024-12-05T13:40:09.654000,buy,0.01,0.01,XAUUSDm,2645.444,2645.6,2645.6,,0,0,0.16,,,sl
1308550059,2024-11-22T17:04:00.067000,2024-11-24T23:19:59.681000,sell,0.01,0.01,XAUUSDm,2705.656,2716.133,,,0,0,-10.47,-0.01,,so
1307670436,2024-11-22T09:54:49.302000,2024-11-22T12:45:07.626000,sell,0.01,0.01,XAUUSDm,2703.761,2704,2704,,0,0,-0.24,,,sl
1307540435,2024-11-22T08:57:53.582000,2024-11-22T09:41:18.154000,sell,0.01,0.01,XAUUSDm,2697.312,2706.5,2706.5,,0,0,-9.19,,,sl
1306992121,2024-11-22T02:39:19.585000,2024-11-22T04:44:57.555000,buy,0.01,0.01,EURUSDm,1.04707,1.0470000000000002,,,0,0,-0.07,,,user
1305939016,2024-11-21T10:21:17.106000,2024-11-21T13:12:38.885000,sell,0.01,0.01,XAUUSDm,2667.464,2667.5,2667.5,,0,0,-0.04,,,sl
1304734065,2024-11-20T14:53:53.359000,2024-11-20T16:07:27.821000,buy,0.01,0.01,EURUSDm,1.05321,1.0515,,,0,0,-1.71,-0.04,,so
1304701094,2024-11-20T14:39:36.883000,2024-11-20T16:07:27.819000,buy,0.01,0.01,EURUSDm,1.05388,1.0515,,,0,0,-2.38,-0.04,,so
1304655406,2024-11-20T14:23:30.362000,2024-11-20T14:35:42.709000,sell,0.01,0.01,XAUUSDm,2639.532,2643.155,,,0,0,-3.63,,,user
1304440403,2024-11-20T12:40:05.746000,2024-11-20T13:24:04.711000,sell,0.02,0.02,USDJPYm,155.764,155.76500000000001,156.064,,0,0,-0.01,,,user
1304410855,2024-11-20T12:17:04.808000,2024-11-20T12:18:18.181000,sell,0.01,0.01,XAUUSDm,2628.881,2629.165,,,0,0,-0.29,,,user
1304361617,2024-11-20T11:46:16.474000,2024-11-20T11:46:37.820000,sell,0.01,0.01,XAUUSDm,2623.821,2623.716,,,0,0,0.1,,,user
1304342424,2024-11-20T11:31:03.267000,2024-11-20T11:37:18.776000,buy,0.01,0.01,EURUSDm,1.05502,1.05505,1.05397,,0,0,0.03,,,user
1304295549,2024-11-20T10:46:56.732000,2024-11-20T11:25:15.631000,sell,0.01,0.01,XAUUSDm,2623.507,2623.5,2623.5,,0,0,0.01,,,sl
1303988084,2024-11-20T09:02:46.116000,2024-11-20T10:33:13.239000,buy,0.01,0.01,USOILm,69.81,69.3,69.3,,0,0,-5.1,,,sl
1304062016,2024-11-20T07:53:13.744000,2024-11-20T10:33:13.239000,buy,0.01,0.01,USOILm,69.463,69.3,69.3,,0,0,-1.63,,,sl
1303895796,2024-11-20T06:11:27.668000,2024-11-20T10:33:13.238000,buy,0.01,0.01,USOILm,69.213,69.3,69.3,,0,0,0.87,,,sl
1303209198,2024-11-19T16:43:40.190000,2024-11-20T06:08:52.738000,buy,0.01,0.01,EURUSDm,1.05786,1.05851,1.058,,0,0,0.65,,,user
1303785222,2024-11-20T04:38:51.096000,2024-11-20T06:08:52.134000,buy,0.01,0.01,EURUSDm,1.05907,1.05851,1.058,,0,0,-0.56,,,user
1302127820,2024-11-19T14:30:04.330000,2024-11-19T15:31:23.842000,buy,0.01,0.01,USOILm,69.5,69,69,,0,0,-5,,,sl
1302640824,2024-11-19T12:00:28.074000,2024-11-19T15:31:23.841000,buy,0.01,0.01,USOILm,68.73,69,69,,0,0,2.7,,,sl
1300649662,2024-11-18T05:40:50.237000,2024-11-19T08:38:02.721000,buy,0.01,0.01,USOILm,67.038,68.7,68.7,,0,0,16.62,,,sl
1299459320,2024-11-15T18:43:03.972000,2024-11-18T03:45:39.493000,buy,0.02,0.02,GBPUSDm,1.2621,1.2622,1.2622,,0,0,0.2,,,sl
1290540894,2024-11-13T17:37:38.710000,2024-11-13T18:50:06.389000,sell,0.01,0.01,USDJPYm,155.383,155.524,155.583,,0,0,-0.91,,,user
1290282645,2024-11-13T16:29:01.504000,2024-11-13T16:33:32.394000,buy,0.01,0.01,XAUUSDm,2598.139,2591.126,,,0,0,-7.01,-0.13,,so
1286652458,2024-11-12T17:20:03.611000,2024-11-13T14:52:58.759000,buy,0.01,0.01,XAUUSDm,2593.365,2603,2603,,0,0,9.63,,,sl
1284555410,2024-11-12T10:07:29.860000,2024-11-12T15:36:58.520000,buy,0.01,0.01,XAUUSDm,2592.754,2600,2600,,0,0,7.25,,,sl
1275835986,2024-11-08T13:00:54.007000,2024-11-11T04:48:00.598000,buy,0.01,0.01,USOILm,70.762,69.724,,,0,0,-10.38,-0.12,,so
1272772703,2024-11-07T12:30:13.628000,2024-11-07T15:12:50.359000,buy,0.01,0.01,USOILm,70.691,70.69,70.69,,0,0,-0.01,,,sl
1253847296,2024-10-31T01:34:11.577000,2024-10-31T02:36:45.530000,sell,0.01,0.01,XAUUSDm,2788.684,2789,2789,,0,0,-0.32,,,sl
1245712254,2024-10-28T09:52:39.257000,2024-10-28T14:01:25.443000,buy,0.01,0.01,USOILm,67.153,67.709,,,0,0,5.56,,,user
1245602875,2024-10-28T08:52:09.322000,2024-10-28T09:07:23.324000,buy,0.01,0.01,USOILm,68.255,67.755,67.755,,0,0,-5,,,sl
1245209841,2024-10-28T04:37:28.330000,2024-10-28T08:05:32.070000,buy,0.01,0.01,USOILm,68.297,68.3,68.3,,0,0,0.03,,,sl
1236532276,2024-10-23T10:22:45.472000,2024-10-23T11:44:24.907000,buy,0.01,0.01,EURUSDm,1.07825,1.07685,,,0,0,-1.4,-0.23,,so
1236271952,2024-10-23T08:23:58.524000,2024-10-23T11:44:24.906000,buy,0.02,0.02,EURUSDm,1.07821,1.07685,,,0,0,-2.72,-0.23,,so
1236297059,2024-10-23T08:34:27.409000,2024-10-23T11:44:24.903000,buy,0.02,0.02,EURUSDm,1.07834,1.07685,,,0,0,-2.98,-0.23,,so
1236274949,2024-10-23T08:25:27.890000,2024-10-23T08:31:52.298000,sell,0.01,0.01,XAUUSDm,2755.633,2757.933,2759,,0,0,-2.3,,,user
1236022254,2024-10-23T06:20:38.292000,2024-10-23T08:11:45.435000,buy,0.01,0.01,USOILm,71.381,71,71,,0,0,-3.81,,,sl
1233336212,2024-10-22T05:14:13.178000,2024-10-23T08:11:45.435000,buy,0.01,0.01,USOILm,69.678,71,71,,0,0,13.22,,,sl
1233937527,2024-10-22T13:55:00.660000,2024-10-23T08:11:45.434000,buy,0.01,0.01,USOILm,71,71,71,,0,0,0,,,sl
1233134556,2024-10-22T02:46:44.075000,2024-10-22T05:01:23.415000,buy,0.01,0.01,USOILm,69.695,69.671,68.995,,0,0,-0.24,,,user
1211713540,2024-10-09T10:25:27.981000,2024-10-09T13:29:36.413000,buy,0.01,0.01,USOILm,72.89,71.871,,,0,0,-10.19,-0.19,,so
1211616203,2024-10-09T09:24:16.881000,2024-10-09T10:16:23.943000,buy,0.01,0.01,USOILm,73.908,72.983,,,0,0,-9.25,-0.18,,so
1210768217,2024-10-09T01:01:24.606000,2024-10-09T05:06:08.412000,sell,0.01,0.01,XAUUSDm,2621.068,2621,2621,,0,0,0.07,,,sl
1202411420,2024-10-04T10:45:26.711000,2024-10-04T11:31:48.152000,buy,0.01,0.01,USDCHFm,0.85211,0.85126,0.85126,,0,0,-1,,,sl
1180252529,2024-09-30T01:00:15.431000,2024-09-30T01:47:42.521000,buy,0.01,0.01,USOILm,68.7,68.078,,,0,0,-6.22,-0.09,,so
1184535990,2024-09-27T15:48:49.379000,2024-09-27T16:27:09.920000,buy,0.01,0.01,USOILm,68.04,68,68,,0,0,-0.4,,,sl
1180138123,2024-09-26T10:16:12.095000,2024-09-26T10:20:39.200000,sell,0.01,0.01,XAUUSDm,2668.742,2672.742,2672.742,,0,0,-4,,,sl
1179923807,2024-09-26T08:40:38.759000,2024-09-26T09:16:23.966000,sell,0.01,0.01,XAUUSDm,2669.858,2669.332,2673.858,,0,0,0.53,,,user
1160254702,2024-09-19T06:15:17.980000,2024-09-19T06:55:41.223000,buy,0.01,0.01,USDJPYm,142.586,142.117,,,0,0,-3.3,-0.51,,so
1160192416,2024-09-19T05:47:56.745000,2024-09-19T06:55:41.222000,buy,0.01,0.01,USDJPYm,142.76,142.123,,,0,0,-4.48,-0.51,,so
1160170691,2024-09-19T05:38:41.314000,2024-09-19T05:41:15.420000,sell,0.01,0.01,USOILm,69.949,70.023,70.149,,0,0,-0.74,,,user
1160135008,2024-09-19T05:17:11.896000,2024-09-19T05:24:30.218000,buy,0.01,0.01,USDJPYm,143.055,142.8,142.8,,0,0,-1.79,,,sl
1160052575,2024-09-19T04:10:40.497000,2024-09-19T05:24:30.175000,buy,0.01,0.01,USDJPYm,143.171,142.8,142.8,,0,0,-2.6,,,sl
1157138567,2024-09-18T10:02:06.510000,2024-09-18T15:46:52.009000,buy,0.01,0.01,USOILm,68.611,69,69,,0,0,3.89,,,sl
1157137131,2024-09-18T10:01:27.379000,2024-09-18T10:01:52.343000,buy,0.02,0.02,USOILm,68.611,68.619,,,0,0,0.16,,,user
1157083569,2024-09-18T09:23:06.044000,2024-09-18T09:50:05.368000,buy,0.02,0.02,USDCHFm,0.84316,0.8424,0.8424,,0,0,-1.8,,,sl
1157012507,2024-09-18T08:35:13.239000,2024-09-18T08:38:17.135000,buy,0.01,0.01,XAUUSDm,2569.689,2568.42,2568,,0,0,-1.27,,,user
1156911012,2024-09-18T07:24:42.574000,2024-09-18T08:19:01.842000,buy,0.01,0.01,USOILm,69.525,69.281,69.125,,0,0,-2.44,,,user
1156554800,2024-09-18T04:13:27.090000,2024-09-18T07:12:19.539000,sell,0.01,0.01,XAUUSDm,2574.496,2571,2571,,0,0,3.5,,,sl
1154036540,2024-09-17T03:39:31.847000,2024-09-17T04:42:27.136000,buy,0.02,0.02,USDCHFm,0.84407,0.84408,0.84408,,0,0,0.02,,,sl
1151320948,2024-09-16T06:49:29.747000,2024-09-16T07:13:00.956000,sell,0.01,0.01,XAUUSDm,2587.982,2582.437,,,0,0,5.54,,,user
1150519666,2024-09-16T01:25:14.819000,2024-09-16T06:48:29.185000,buy,0.01,0.01,USDJPYm,140.527,139.8,139.8,,0,0,-5.2,,,sl
1147194800,2024-09-13T12:35:13.196000,2024-09-13T13:00:19.096000,buy,0.03,0.03,USDCHFm,0.84659,0.84543,,,0,0,-4.12,-0.59,,so
1146643839,2024-09-13T08:23:45.218000,2024-09-13T13:00:19.094000,buy,0.05,0.05,USDCHFm,0.84803,0.84543,,,0,0,-15.38,-0.59,,so
1146136180,2024-09-13T04:29:12.555000,2024-09-13T08:15:11.757000,buy,0.02,0.02,USDJPYm,140.84,140.488,140.488,,0,0,-5.01,,,sl
1144520818,2024-09-12T13:36:16.769000,2024-09-12T13:40:04.658000,sell,0.01,0.01,XAUUSDm,2541.487,2545.487,2545.487,,0,0,-4,,,sl
1143884855,2024-09-12T09:35:20.030000,2024-09-12T12:18:53.368000,buy,0.01,0.01,EURJPYm,157.246,156.8,156.8,158.5,0,0,-3.13,,,sl
1143847181,2024-09-12T08:53:35.542000,2024-09-12T12:18:53.368000,buy,0.01,0.01,EURJPYm,157.116,156.8,156.8,158.5,0,0,-2.22,,,sl
1143012535,2024-09-11T16:30:45.324000,2024-09-12T06:57:40.097000,buy,0.02,0.02,EURUSDm,1.10121,1.1011,1.1011,,0,0,-0.22,,,sl
1142712794,2024-09-11T14:30:25.997000,2024-09-12T06:57:40.096000,buy,0.02,0.02,EURUSDm,1.10088,1.1011,1.1011,,0,0,0.44,,,sl
1142356697,2024-09-11T13:03:38.279000,2024-09-11T13:04:09.432000,buy,0.02,0.02,EURUSDm,1.1014,1.1017400000000002,1.1,,0,0,0.68,,,user
1141407985,2024-09-11T02:51:39.797000,2024-09-11T12:01:28.942000,buy,0.01,0.01,EURUSDm,1.10343,1.1042,1.1042,,0,0,0.77,,,sl
1141252965,2024-09-11T00:57:54.803000,2024-09-11T12:01:28.933000,buy,0.03,0.03,EURUSDm,1.10219,1.1042,1.1042,,0,0,6.03,,,sl
1141393948,2024-09-11T04:41:53.188000,2024-09-11T12:01:28.880000,buy,0.02,0.02,EURUSDm,1.10473,1.1042,1.1042,,0,0,-1.06,,,sl
1140730364,2024-09-10T15:30:20.843000,2024-09-10T15:45:01.132000,buy,0.01,0.01,USDJPYm,142.599,142.439,142.439,,0,0,-1.12,,,sl
1140631506,2024-09-10T14:56:45.421000,2024-09-10T15:39:37.456000,buy,0.01,0.01,EURUSDm,1.10191,1.10213,1.102,,0,0,0.22,,,user
1139580525,2024-09-10T10:16:40.733000,2024-09-10T13:52:11.946000,buy,0.01,0.01,XAUUSDm,2508.429,2507.5,2507.5,,0,0,-0.93,,,sl
1139640848,2024-09-10T08:16:48.607000,2024-09-10T13:52:11.946000,buy,0.01,0.01,XAUUSDm,2501.395,2507.5,2507.5,,0,0,6.1,,,sl
1139319472,2024-09-10T05:06:19.159000,2024-09-10T08:00:15.687000,buy,0.01,0.01,XAUUSDm,2501.108,2502,2502,,0,0,0.89,,,sl
1138432484,2024-09-09T14:38:52.198000,2024-09-09T14:44:54.791000,buy,0.02,0.02,XAUUSDm,2496.944,2493.929,2494.944,,0,0,-6.03,,,sl
1138086139,2024-09-09T12:25:25.920000,2024-09-09T14:10:14.968000,buy,0.01,0.01,XAUUSDm,2500.949,2497,2497,,0,0,-3.95,,,sl
1137952769,2024-09-09T11:02:28.500000,2024-09-09T14:10:14.961000,buy,0.01,0.01,XAUUSDm,2493.772,2497,2497,,0,0,3.23,,,sl
1137671941,2024-09-09T08:31:13.302000,2024-09-09T10:35:00.573000,buy,0.01,0.01,XAUUSDm,2491.622,2494,2494,,0,0,2.38,,,sl
1137534925,2024-09-09T07:40:27.332000,2024-09-09T07:44:14.780000,sell,0.01,0.01,XAUUSDm,2496.388,2494.19,2496.38,,0,0,2.2,,,user
1136931847,2024-09-09T03:29:33.672000,2024-09-09T07:26:34.657000,sell,0.01,0.01,XAUUSDm,2497.935,2494,2494,,0,0,3.94,,,sl
1136758696,2024-09-09T01:24:34.583000,2024-09-09T03:29:06.849000,buy,0.01,0.01,XAUUSDm,2496.278,2497.721,2496.28,,0,0,1.44,,,user
1132671483,2024-09-06T06:24:14.537000,2024-09-06T08:39:56.588000,buy,0.01,0.01,USOILm,69.044,68.7,68.7,,0,0,-3.44,,,sl
1132033935,2024-09-05T17:24:01.120000,2024-09-06T08:39:56.588000,buy,0.01,0.01,USOILm,68.594,68.7,68.7,,0,0,1.06,,,sl
1131241748,2024-09-05T13:27:59.113000,2024-09-05T16:38:02.068000,sell,0.01,0.01,GBPUSDm,1.31759,1.3175,1.3175,,0,0,0.09,,,sl
1130916667,2024-09-05T12:17:09.349000,2024-09-05T12:21:56.585000,buy,0.01,0.01,USDJPYm,143.114,142.864,142.864,,0,0,-1.75,,,sl
1129521036,2024-09-04T18:21:13.771000,2024-09-04T19:00:52.994000,buy,0.01,0.01,USOILm,68.825,68.6,68.6,,0,0,-2.25,,,sl
1128479365,2024-09-04T11:28:11.365000,2024-09-04T12:43:21.508000,sell,0.01,0.01,XAUUSDm,2490.224,2490,2490,,0,0,0.22,,,sl
1128452521,2024-09-04T11:13:39.907000,2024-09-04T11:17:13.080000,sell,0.01,0.01,XAUUSDm,2490.847,2488.751,2491,,0,0,2.1,,,user
1127768323,2024-09-04T07:11:02.851000,2024-09-04T09:55:58.743000,buy,0.01,0.01,USOILm,69.27,69.5,69.5,,0,0,2.3,,,sl
1127415217,2024-09-04T03:35:56.858000,2024-09-04T09:55:58.742000,buy,0.01,0.01,USOILm,69.411,69.5,69.5,,0,0,0.89,,,sl
1126272336,2024-09-03T15:30:26.550000,2024-09-03T16:49:09.702000,buy,0.01,0.01,USOILm,70.128,69.8,69.8,,0,0,-3.28,,,sl
1125585475,2024-09-03T13:27:38.990000,2024-09-03T13:48:58.323000,buy,0.01,0.01,USDJPYm,145.737,145.3,145.3,,0,0,-3.01,,,sl
1124914546,2024-09-03T09:42:24.492000,2024-09-03T10:00:47.158000,buy,0.01,0.01,USOILm,72.379,72.1,72.1,,0,0,-2.79,,,sl
1124706718,2024-09-03T08:00:38.973000,2024-09-03T08:05:07.550000,buy,0.02,0.02,USOILm,73.274,73.1,73.1,,0,0,-3.48,,,sl
1123900565,2024-09-02T23:16:47.839000,2024-09-03T07:33:46.217000,buy,0.03,0.03,USOILm,73.093,73.35,73.35,,0,0,7.71,,,sl
1123235104,2024-09-02T10:31:42.876000,2024-09-02T22:10:35.995000,buy,0.01,0.01,USOILm,72.957,73.146,73.3,,0,0,1.89,,,sl
1122353565,2024-09-02T03:23:56.612000,2024-09-02T22:10:35.993000,buy,0.01,0.01,USOILm,72.481,73.146,73.3,,0,0,6.65,,,sl
1122049349,2024-09-02T01:57:14.421000,2024-09-02T22:10:35.990000,buy,0.01,0.01,USOILm,72.611,73.146,73.3,,0,0,5.35,,,sl
1119336277,2024-08-30T15:12:21.055000,2024-09-01T23:17:46.475000,buy,0.01,0.01,USOILm,73.335,72.671,,,0,0,-6.64,-0.19,,so
1120185577,2024-08-31T08:01:03.846000,2024-08-31T17:51:47.517000,buy,0.1,0.1,ETHUSDm,2528.14,2496,2496,,0,0,-3.21,,,sl
1118168340,2024-08-30T09:16:30.207000,2024-08-30T12:23:38.206000,sell,0.01,0.01,XAUUSDm,2525.138,2524,2524,,0,0,1.14,,,sl
1117634454,2024-08-30T03:57:34.527000,2024-08-30T08:52:41.449000,buy,0.01,0.01,USOILm,75.537,75.53,75.53,,0,0,-0.07,,,sl
1117629110,2024-08-30T03:51:45.188000,2024-08-30T08:52:41.449000,buy,0.01,0.01,USOILm,75.572,75.53,75.53,,0,0,-0.42,,,sl
1117426397,2024-08-30T01:23:08.887000,2024-08-30T03:52:58.626000,sell,0.01,0.01,GBPUSDm,1.31673,1.31674,1.3174000000000001,,0,0,-0.01,,,user
1116862661,2024-08-29T16:46:26.483000,2024-08-29T17:55:02.890000,buy,0.01,0.01,USOILm,75.017,75.02,75.02,,0,0,0.03,,,sl
1115719628,2024-08-29T11:35:30.291000,2024-08-29T14:14:29.883000,buy,0.01,0.01,USOILm,74.4,75.897,75.2,,0,0,14.97,,,user
1115667399,2024-08-29T09:07:09.488000,2024-08-29T14:14:29.455000,buy,0.01,0.01,USOILm,73.687,75.897,75.2,,0,0,22.1,,,user
1115793595,2024-08-29T10:16:48.135000,2024-08-29T12:32:14.057000,buy,0.01,0.01,USDJPYm,144.49,145.236,144.8,,0,0,5.14,,,user
1115796381,2024-08-29T10:19:01.847000,2024-08-29T12:32:13.124000,buy,0.01,0.01,USDJPYm,144.475,145.248,144.8,,0,0,5.32,,,user
1115560611,2024-08-29T08:09:24.314000,2024-08-29T09:13:10.245000,buy,0.03,0.03,USDJPYm,144.606,144.6,144.6,,0,0,-0.12,,,sl
1115337691,2024-08-29T06:04:38.679000,2024-08-29T08:05:02.749000,buy,0.02,0.02,USDJPYm,144.602,144.6,144.6,,0,0,-0.03,,,sl
1115375721,2024-08-29T06:26:35.059000,2024-08-29T08:05:02.749000,buy,0.01,0.01,USDJPYm,144.499,144.6,144.6,,0,0,0.7,,,sl
1115225448,2024-08-29T04:54:23.279000,2024-08-29T05:53:45.513000,buy,0.01,0.01,USDJPYm,144.718,144.6,144.6,,0,0,-0.82,,,sl
1115171006,2024-08-29T04:05:35.228000,2024-08-29T05:53:45.512000,buy,0.01,0.01,USDJPYm,144.498,144.6,144.6,,0,0,0.71,,,sl
1115204750,2024-08-29T04:36:48.260000,2024-08-29T05:30:13.217000,sell,0.01,0.01,XAUUSDm,2517.765,2517.5,2517.5,,0,0,0.27,,,sl
1114935211,2024-08-29T00:26:15.761000,2024-08-29T04:02:44.232000,buy,0.02,0.02,USDCHFm,0.84158,0.8404,0.8404,,0,0,-2.81,,,sl
1115056856,2024-08-29T02:16:04.387000,2024-08-29T04:02:44.232000,buy,0.01,0.01,USDCHFm,0.84162,0.8404,0.8404,,0,0,-1.45,,,sl
1115152881,2024-08-29T03:52:42.189000,2024-08-29T04:02:44.231000,buy,0.01,0.01,USDCHFm,0.84097,0.8404,0.8404,,0,0,-0.68,,,sl
1114515690,2024-08-28T16:50:56.927000,2024-08-28T20:38:00.548000,buy,0.01,0.01,XAUUSDm,2502.719,2504,2504,,0,0,1.28,,,sl
1114391486,2024-08-28T15:56:05.112000,2024-08-28T16:39:50.884000,sell,0.01,0.01,XAUUSDm,2508.017,2503,2503,,0,0,5.02,,,sl
1113562592,2024-08-28T11:09:15.129000,2024-08-28T15:18:08.885000,buy,0.01,0.01,EURJPYm,160.772,160.7,160.7,,0,0,-0.5,,,sl
1113583251,2024-08-28T11:16:53.259000,2024-08-28T15:18:08.884000,buy,0.01,0.01,EURJPYm,160.716,160.7,160.7,,0,0,-0.11,,,sl
1110454394,2024-08-27T09:56:02.763000,2024-08-27T13:01:24.952000,buy,0.01,0.01,USDCHFm,0.84637,0.84484,,,0,0,-1.81,-0.37,,so
1109262596,2024-08-26T17:00:37.813000,2024-08-27T13:01:24.951000,buy,0.01,0.01,USDCHFm,0.84733,0.84484,,,0,0,-2.95,-0.37,,so
1109213643,2024-08-26T16:23:27.838000,2024-08-27T13:01:24.949000,buy,0.01,0.01,USDCHFm,0.84778,0.84484,,,0,0,-3.48,-0.37,,so
1109199130,2024-08-26T16:11:37.944000,2024-08-27T13:01:24.948000,buy,0.01,0.01,USDCHFm,0.84791,0.84484,,,0,0,-3.63,-0.37,,so
1107898251,2024-08-26T03:57:21.906000,2024-08-26T14:27:17.828000,sell,0.01,0.01,EURUSDm,1.11821,1.117,1.117,,0,0,1.21,,,sl
1107678129,2024-08-26T00:38:50.978000,2024-08-26T14:27:17.828000,sell,0.02,0.02,EURUSDm,1.11952,1.117,1.117,,0,0,5.04,,,sl
1107757320,2024-08-26T03:33:04.193000,2024-08-26T14:27:17.827000,sell,0.02,0.02,EURUSDm,1.11833,1.117,1.117,,0,0,2.66,,,sl
1107661449,2024-08-26T00:16:36.215000,2024-08-26T00:28:44.668000,buy,0.01,0.01,USDJPYm,143.746,143.523,,,0,0,-1.55,,,user
1106902023,2024-08-24T16:08:27.459000,2024-08-25T07:13:45.539000,buy,0.01,0.01,BTCUSDm,64107.57,63900,63900,,0,0,-2.08,,,sl
1104474644,2024-08-23T08:59:23.174000,2024-08-23T17:27:41.587000,buy,0.01,0.01,USOILm,73.45,74.765,74,,0,0,13.15,,,user
1103876810,2024-08-23T01:32:07.229000,2024-08-23T17:27:41.586000,buy,0.01,0.01,USOILm,72.913,74.766,74,,0,0,18.53,,,user
1101638656,2024-08-22T11:06:18.438000,2024-08-23T17:27:41.576000,buy,0.01,0.01,USOILm,72.2,74.766,74,,0,0,25.66,,,user
1101278147,2024-08-22T07:37:38.549000,2024-08-23T17:27:41.575000,buy,0.01,0.01,USOILm,71.671,74.766,74,,0,0,30.95,,,user
1101201042,2024-08-22T07:07:04.113000,2024-08-22T07:36:13.331000,buy,0.01,0.01,USDJPYm,145.4,145.1,145.1,,0,0,-2.07,,,sl
1042342554,2024-08-05T05:21:07.134000,2024-08-05T08:53:11.516000,buy,0.01,0.01,USOILm,72.55,71.529,,,0,0,-10.21,-0.37,,so
1042114083,2024-08-05T03:58:08.684000,2024-08-05T08:53:11.514000,buy,0.01,0.01,USOILm,73.138,71.529,,,0,0,-16.09,-0.37,,so
1041952585,2024-08-05T03:12:42.776000,2024-08-05T03:56:45.921000,buy,0.01,0.01,EURJPYm,158.232,157.7,157.7,,0,0,-3.69,,,sl
1041443888,2024-08-05T01:16:22.891000,2024-08-05T01:17:27.522000,buy,0.01,0.01,USOILm,73.07,73.032,,,0,0,-0.38,,,user
1039594245,2024-08-04T02:51:28.074000,2024-08-04T15:58:48.663000,buy,0.01,0.01,BTCUSDm,60879,58862.59,,,0,0,-20.16,-0.16,,so
1033994297,2024-08-01T08:14:18.131000,2024-08-01T12:09:01.766000,sell,0.01,0.01,BTCUSDm,64340.31,64787.64,,,0,0,-4.48,-0.2,,so
1033933849,2024-08-01T07:32:38.283000,2024-08-01T07:38:03.607000,sell,0.01,0.01,USOILm,78.088,78.242,80.588,,0,0,-1.54,,,user
1033695001,2024-08-01T04:26:41.240000,2024-08-01T07:23:49.145000,sell,0.01,0.01,USOILm,78.074,78,78,,0,0,0.74,,,sl
1033460837,2024-08-01T01:37:39.192000,2024-08-01T04:19:09.284000,sell,0.01,0.01,USOILm,78.078,78,78,,0,0,0.78,,,sl
1033401268,2024-08-01T01:15:20.698000,2024-08-01T01:30:05.980000,buy,0.01,0.01,USDCHFm,0.87733,0.8765,0.8765,,0,0,-0.95,,,sl
1033372474,2024-08-01T01:05:44.682000,2024-08-01T01:30:05.980000,buy,0.01,0.01,USDCHFm,0.87755,0.8765,0.8765,,0,0,-1.2,,,sl
1033326360,2024-08-01T00:37:10.383000,2024-08-01T01:30:05.980000,buy,0.01,0.01,USDCHFm,0.87769,0.8765,0.8765,,0,0,-1.36,,,sl
1033328215,2024-08-01T00:38:53.626000,2024-08-01T00:58:19.076000,buy,0.01,0.01,EURJPYm,162.075,161.725,161.725,,0,0,-2.34,,,sl
1032075944,2024-07-31T10:09:55.884000,2024-07-31T11:35:48.497000,sell,0.01,0.01,XAUUSDm,2421.647,2421.5,2421.5,,0,0,0.15,,,sl
1031763921,2024-07-31T06:11:43.207000,2024-07-31T07:01:02.548000,buy,0.01,0.01,EURJPYm,165.496,164.616,,,0,0,-5.78,-0.1,,so
1031379121,2024-07-31T00:03:34.264000,2024-07-31T01:36:28.716000,sell,0.01,0.01,XAUUSDm,2409.162,2409,2409,,0,0,0.16,,,sl
1031385697,2024-07-31T00:17:20.583000,2024-07-31T00:31:18.548000,buy,0.01,0.01,EURJPYm,164.992,164.70600000000002,164.642,,0,0,-1.88,,,user
1030756605,2024-07-30T15:03:08.435000,2024-07-30T18:14:00.146000,buy,0.01,0.01,USOILm,74.405,74.41,74.41,,0,0,0.05,,,sl
1027344885,2024-07-30T04:42:17.106000,2024-07-30T13:03:08.403000,buy,0.01,0.01,EURJPYm,167.05,167.3,167.3,,0,0,1.61,,,sl
1029584442,2024-07-30T06:18:57.889000,2024-07-30T13:03:08.402000,buy,0.01,0.01,EURJPYm,167.6,167.3,167.3,,0,0,-1.94,,,sl
1027530298,2024-07-29T09:12:33.389000,2024-07-30T13:03:08.401000,buy,0.01,0.01,EURJPYm,166.438,167.3,167.3,,0,0,5.57,,,sl
1027334122,2024-07-29T07:35:12.702000,2024-07-30T13:03:08.401000,buy,0.01,0.01,EURJPYm,166.61,167.3,167.3,,0,0,4.46,,,sl
1026796139,2024-07-29T01:47:19.669000,2024-07-29T07:31:10.008000,sell,0.01,0.01,XAUUSDm,2392.756,2393,2393,,0,0,-0.24,,,sl
1025399039,2024-07-26T13:25:17.115000,2024-07-26T13:27:52.822000,sell,0.01,0.01,XAUUSDm,2379.503,2379.5,2379.5,,0,0,0,,,sl
1025354275,2024-07-26T13:04:18.168000,2024-07-26T13:05:26.953000,buy,0.01,0.01,USDJPYm,154.116,153.9,153.9,,0,0,-1.4,,,sl
